sleep_hours,distance,date,user_type
8.88,1.52,4/17/2016,Beginner Level
9.03,1.52,4/17/2016,Beginner Level
2.02,6.40,4/17/2016,Intermediate Level
2.15,6.40,4/17/2016,Intermediate Level
2.23,6.40,4/17/2016,Intermediate Level
2.28,6.40,4/17/2016,Intermediate Level
2.98,6.40,4/17/2016,Intermediate Level
4.28,10.29,4/17/2016,Pro level
5.20,10.29,4/17/2016,Pro level
6.10,10.29,4/17/2016,Pro level
6.22,10.29,4/17/2016,Pro level
6.33,10.29,4/17/2016,Pro level
6.77,10.29,4/17/2016,Pro level
6.92,10.29,4/17/2016,Pro level
7.13,10.29,4/17/2016,Pro level
7.15,10.29,4/17/2016,Pro level
7.17,10.29,4/17/2016,Pro level
7.18,10.29,4/17/2016,Pro level
7.23,10.29,4/17/2016,Pro level
7.32,10.29,4/17/2016,Pro level
7.37,10.29,4/17/2016,Pro level
7.45,10.29,4/17/2016,Pro level
7.48,10.29,4/17/2016,Pro level
7.63,10.29,4/17/2016,Pro level
7.68,10.29,4/17/2016,Pro level
7.80,10.29,4/17/2016,Pro level
7.92,10.29,4/17/2016,Pro level
8.12,10.29,4/17/2016,Pro level
8.35,10.29,4/17/2016,Pro level
8.43,10.29,4/17/2016,Pro level
9.05,10.29,4/17/2016,Pro level
10.20,10.29,4/17/2016,Pro level
5.88,0.43,4/17/2016,Beginner Level
6.52,0.43,4/17/2016,Beginner Level
6.70,0.43,4/17/2016,Beginner Level
6.82,0.43,4/17/2016,Beginner Level
6.83,0.43,4/17/2016,Beginner Level
6.97,0.43,4/17/2016,Beginner Level
7.15,0.43,4/17/2016,Beginner Level
7.18,0.43,4/17/2016,Beginner Level
7.23,0.43,4/17/2016,Beginner Level
7.38,0.43,4/17/2016,Beginner Level
7.55,0.43,4/17/2016,Beginner Level
7.62,0.43,4/17/2016,Beginner Level
7.73,0.43,4/17/2016,Beginner Level
7.80,0.43,4/17/2016,Beginner Level
7.83,0.43,4/17/2016,Beginner Level
7.85,0.43,4/17/2016,Beginner Level
7.92,0.43,4/17/2016,Beginner Level
8.10,0.43,4/17/2016,Beginner Level
8.13,0.43,4/17/2016,Beginner Level
8.23,0.43,4/17/2016,Beginner Level
8.25,0.43,4/17/2016,Beginner Level
9.02,0.43,4/17/2016,Beginner Level
10.13,0.43,4/17/2016,Beginner Level
10.67,0.43,4/17/2016,Beginner Level
11.30,0.43,4/17/2016,Beginner Level
11.43,0.43,4/17/2016,Beginner Level
12.08,0.43,4/17/2016,Beginner Level
14.05,0.43,4/17/2016,Beginner Level
1.30,9.14,4/17/2016,Pro level
6.10,9.14,4/17/2016,Pro level
6.20,9.14,4/17/2016,Pro level
6.28,9.14,4/17/2016,Pro level
6.63,9.14,4/17/2016,Pro level
6.70,9.14,4/17/2016,Pro level
6.88,9.14,4/17/2016,Pro level
7.22,9.14,4/17/2016,Pro level
7.28,9.14,4/17/2016,Pro level
7.30,9.14,4/17/2016,Pro level
7.42,9.14,4/17/2016,Pro level
7.53,9.14,4/17/2016,Pro level
7.63,9.14,4/17/2016,Pro level
7.68,9.14,4/17/2016,Pro level
7.75,9.14,4/17/2016,Pro level
7.93,9.14,4/17/2016,Pro level
8.00,9.14,4/17/2016,Pro level
8.08,9.14,4/17/2016,Pro level
8.28,9.14,4/17/2016,Pro level
9.05,9.14,4/17/2016,Pro level
9.22,9.14,4/17/2016,Pro level
9.37,9.14,4/17/2016,Pro level
9.72,9.14,4/17/2016,Pro level
10.25,9.14,4/17/2016,Pro level
10.57,9.14,4/17/2016,Pro level
5.83,5.40,4/17/2016,Intermediate Level
6.12,5.40,4/17/2016,Intermediate Level
6.63,5.40,4/17/2016,Intermediate Level
6.92,5.40,4/17/2016,Intermediate Level
6.93,5.40,4/17/2016,Intermediate Level
8.20,5.40,4/17/2016,Intermediate Level
8.37,5.40,4/17/2016,Intermediate Level
8.45,5.40,4/17/2016,Intermediate Level
8.50,5.40,4/17/2016,Intermediate Level
8.70,5.40,4/17/2016,Intermediate Level
8.98,5.40,4/17/2016,Intermediate Level
9.10,5.40,4/17/2016,Intermediate Level
9.17,5.40,4/17/2016,Intermediate Level
9.28,5.40,4/17/2016,Intermediate Level
9.58,5.40,4/17/2016,Intermediate Level
10.05,5.40,4/17/2016,Intermediate Level
10.60,5.40,4/17/2016,Intermediate Level
11.63,5.40,4/17/2016,Intermediate Level
4.33,1.79,4/17/2016,Beginner Level
6.77,1.79,4/17/2016,Beginner Level
7.35,1.79,4/17/2016,Beginner Level
5.57,6.71,4/17/2016,Intermediate Level
6.10,6.71,4/17/2016,Intermediate Level
6.43,6.71,4/17/2016,Intermediate Level
6.45,6.71,4/17/2016,Intermediate Level
6.92,6.71,4/17/2016,Intermediate Level
6.97,6.71,4/17/2016,Intermediate Level
7.07,6.71,4/17/2016,Intermediate Level
7.10,6.71,4/17/2016,Intermediate Level
7.25,6.71,4/17/2016,Intermediate Level
7.43,6.71,4/17/2016,Intermediate Level
7.45,6.71,4/17/2016,Intermediate Level
7.55,6.71,4/17/2016,Intermediate Level
7.58,6.71,4/17/2016,Intermediate Level
7.62,6.71,4/17/2016,Intermediate Level
7.63,6.71,4/17/2016,Intermediate Level
7.70,6.71,4/17/2016,Intermediate Level
7.78,6.71,4/17/2016,Intermediate Level
8.00,6.71,4/17/2016,Intermediate Level
8.02,6.71,4/17/2016,Intermediate Level
8.03,6.71,4/17/2016,Intermediate Level
8.18,6.71,4/17/2016,Intermediate Level
8.28,6.71,4/17/2016,Intermediate Level
8.57,6.71,4/17/2016,Intermediate Level
8.92,6.71,4/17/2016,Intermediate Level
9.10,6.71,4/17/2016,Intermediate Level
9.48,6.71,4/17/2016,Intermediate Level
11.32,6.71,4/17/2016,Intermediate Level
1.02,5.39,4/17/2016,Intermediate Level
1.37,5.39,4/17/2016,Intermediate Level
5.55,0.00,4/17/2016,Beginner Level
6.12,0.00,4/17/2016,Beginner Level
6.43,0.00,4/17/2016,Beginner Level
6.78,0.00,4/17/2016,Beginner Level
6.85,0.00,4/17/2016,Beginner Level
7.27,0.00,4/17/2016,Beginner Level
7.30,0.00,4/17/2016,Beginner Level
7.45,0.00,4/17/2016,Beginner Level
7.47,0.00,4/17/2016,Beginner Level
7.62,0.00,4/17/2016,Beginner Level
7.65,0.00,4/17/2016,Beginner Level
7.68,0.00,4/17/2016,Beginner Level
7.72,0.00,4/17/2016,Beginner Level
7.75,0.00,4/17/2016,Beginner Level
7.93,0.00,4/17/2016,Beginner Level
7.98,0.00,4/17/2016,Beginner Level
8.05,0.00,4/17/2016,Beginner Level
8.15,0.00,4/17/2016,Beginner Level
8.33,0.00,4/17/2016,Beginner Level
8.37,0.00,4/17/2016,Beginner Level
8.50,0.00,4/17/2016,Beginner Level
8.75,0.00,4/17/2016,Beginner Level
9.13,0.00,4/17/2016,Beginner Level
11.73,0.00,4/17/2016,Beginner Level
1.25,13.69,4/17/2016,Pro level
5.62,13.69,4/17/2016,Pro level
8.22,13.69,4/17/2016,Pro level
5.92,1.69,4/17/2016,Beginner Level
5.93,1.69,4/17/2016,Beginner Level
6.42,1.69,4/17/2016,Beginner Level
6.45,1.69,4/17/2016,Beginner Level
6.52,1.69,4/17/2016,Beginner Level
6.65,1.69,4/17/2016,Beginner Level
6.70,1.69,4/17/2016,Beginner Level
6.82,1.69,4/17/2016,Beginner Level
6.95,1.69,4/17/2016,Beginner Level
7.02,1.69,4/17/2016,Beginner Level
7.15,1.69,4/17/2016,Beginner Level
7.52,1.69,4/17/2016,Beginner Level
7.58,1.69,4/17/2016,Beginner Level
7.82,1.69,4/17/2016,Beginner Level
7.95,1.69,4/17/2016,Beginner Level
8.12,1.69,4/17/2016,Beginner Level
8.20,1.69,4/17/2016,Beginner Level
8.55,1.69,4/17/2016,Beginner Level
8.88,1.69,4/17/2016,Beginner Level
8.98,1.69,4/17/2016,Beginner Level
9.10,1.69,4/17/2016,Beginner Level
9.25,1.69,4/17/2016,Beginner Level
9.27,1.69,4/17/2016,Beginner Level
9.37,1.69,4/17/2016,Beginner Level
9.73,1.69,4/17/2016,Beginner Level
9.85,1.69,4/17/2016,Beginner Level
10.00,1.69,4/17/2016,Beginner Level
10.10,1.69,4/17/2016,Beginner Level
11.48,1.69,4/17/2016,Beginner Level
6.00,0.00,4/17/2016,Beginner Level
6.28,0.00,4/17/2016,Beginner Level
6.77,0.00,4/17/2016,Beginner Level
6.78,0.00,4/17/2016,Beginner Level
6.93,0.00,4/17/2016,Beginner Level
7.05,0.00,4/17/2016,Beginner Level
7.13,0.00,4/17/2016,Beginner Level
7.72,0.00,4/17/2016,Beginner Level
8.22,0.00,4/17/2016,Beginner Level
8.38,0.00,4/17/2016,Beginner Level
8.78,0.00,4/17/2016,Beginner Level
9.08,0.00,4/17/2016,Beginner Level
9.12,0.00,4/17/2016,Beginner Level
9.20,0.00,4/17/2016,Beginner Level
4.40,8.59,4/18/2016,Pro level
4.57,8.59,4/18/2016,Pro level
4.93,8.59,4/18/2016,Pro level
5.10,8.59,4/18/2016,Pro level
5.15,8.59,4/18/2016,Pro level
5.33,8.59,4/18/2016,Pro level
5.38,8.59,4/18/2016,Pro level
5.70,8.59,4/18/2016,Pro level
5.77,8.59,4/18/2016,Pro level
5.82,8.59,4/18/2016,Pro level
5.90,8.59,4/18/2016,Pro level
6.07,8.59,4/18/2016,Pro level
6.12,8.59,4/18/2016,Pro level
6.28,8.59,4/18/2016,Pro level
6.40,8.59,4/18/2016,Pro level
6.55,8.59,4/18/2016,Pro level
6.60,8.59,4/18/2016,Pro level
6.72,8.59,4/18/2016,Pro level
6.78,8.59,4/18/2016,Pro level
7.08,8.59,4/18/2016,Pro level
7.37,8.59,4/18/2016,Pro level
7.48,8.59,4/18/2016,Pro level
10.18,8.59,4/18/2016,Pro level
11.87,8.59,4/18/2016,Pro level
2.12,5.19,4/18/2016,Intermediate Level
2.37,5.19,4/18/2016,Intermediate Level
2.57,5.19,4/18/2016,Intermediate Level
16.02,5.19,4/18/2016,Intermediate Level
16.02,3.04,4/18/2016,Beginner Level
2.97,0.17,4/18/2016,Beginner Level
5.25,0.17,4/18/2016,Beginner Level
7.03,0.17,4/18/2016,Beginner Level
8.32,0.17,4/18/2016,Beginner Level
12.92,0.17,4/18/2016,Beginner Level
6.33,2.06,4/18/2016,Beginner Level
8.08,2.06,4/18/2016,Beginner Level
8.30,2.06,4/18/2016,Beginner Level
8.50,2.06,4/18/2016,Beginner Level
8.57,2.06,4/18/2016,Beginner Level
8.68,2.06,4/18/2016,Beginner Level
8.85,2.06,4/18/2016,Beginner Level
9.00,2.06,4/18/2016,Beginner Level
9.05,2.06,4/18/2016,Beginner Level
9.08,2.06,4/18/2016,Beginner Level
9.10,2.06,4/18/2016,Beginner Level
9.13,2.06,4/18/2016,Beginner Level
9.22,2.06,4/18/2016,Beginner Level
9.23,2.06,4/18/2016,Beginner Level
9.27,2.06,4/18/2016,Beginner Level
9.33,2.06,4/18/2016,Beginner Level
9.42,2.06,4/18/2016,Beginner Level
9.45,2.06,4/18/2016,Beginner Level
9.47,2.06,4/18/2016,Beginner Level
9.55,2.06,4/18/2016,Beginner Level
9.85,2.06,4/18/2016,Beginner Level
10.12,2.06,4/18/2016,Beginner Level
1.15,4.42,4/18/2016,Beginner Level
6.43,5.45,4/18/2016,Intermediate Level
7.50,5.45,4/18/2016,Intermediate Level
7.65,5.45,4/18/2016,Intermediate Level
7.68,5.45,4/18/2016,Intermediate Level
7.85,5.45,4/18/2016,Intermediate Level
7.88,5.45,4/18/2016,Intermediate Level
8.07,5.45,4/18/2016,Intermediate Level
8.15,5.45,4/18/2016,Intermediate Level
8.17,5.45,4/18/2016,Intermediate Level
8.32,5.45,4/18/2016,Intermediate Level
8.40,5.45,4/18/2016,Intermediate Level
8.57,5.45,4/18/2016,Intermediate Level
8.85,5.45,4/18/2016,Intermediate Level
9.28,5.45,4/18/2016,Intermediate Level
10.03,5.45,4/18/2016,Intermediate Level
5.08,7.80,4/18/2016,Intermediate Level
5.60,7.80,4/18/2016,Intermediate Level
6.18,7.80,4/18/2016,Intermediate Level
6.20,7.80,4/18/2016,Intermediate Level
6.37,7.80,4/18/2016,Intermediate Level
6.40,7.80,4/18/2016,Intermediate Level
6.58,7.80,4/18/2016,Intermediate Level
6.62,7.80,4/18/2016,Intermediate Level
7.05,7.80,4/18/2016,Intermediate Level
7.38,7.80,4/18/2016,Intermediate Level
7.53,7.80,4/18/2016,Intermediate Level
7.60,7.80,4/18/2016,Intermediate Level
7.78,7.80,4/18/2016,Intermediate Level
7.82,7.80,4/18/2016,Intermediate Level
7.93,7.80,4/18/2016,Intermediate Level
7.97,7.80,4/18/2016,Intermediate Level
8.00,7.80,4/18/2016,Intermediate Level
8.33,7.80,4/18/2016,Intermediate Level
8.50,7.80,4/18/2016,Intermediate Level
8.53,7.80,4/18/2016,Intermediate Level
8.70,7.80,4/18/2016,Intermediate Level
8.77,7.80,4/18/2016,Intermediate Level
9.00,7.80,4/18/2016,Intermediate Level
9.27,7.80,4/18/2016,Intermediate Level
9.43,7.80,4/18/2016,Intermediate Level
10.43,7.80,4/18/2016,Intermediate Level
1.28,0.04,4/18/2016,Beginner Level
4.13,0.04,4/18/2016,Beginner Level
5.53,0.04,4/18/2016,Beginner Level
6.70,0.04,4/18/2016,Beginner Level
6.80,0.04,4/18/2016,Beginner Level
8.23,0.04,4/18/2016,Beginner Level
8.93,0.04,4/18/2016,Beginner Level
9.02,0.04,4/18/2016,Beginner Level
1.08,1.55,4/18/2016,Beginner Level
5.12,1.55,4/18/2016,Beginner Level
5.35,1.55,4/18/2016,Beginner Level
8.18,1.55,4/18/2016,Beginner Level
8.30,1.55,4/18/2016,Beginner Level
8.33,1.55,4/18/2016,Beginner Level
8.35,1.55,4/18/2016,Beginner Level
8.43,1.55,4/18/2016,Beginner Level
8.53,1.55,4/18/2016,Beginner Level
8.60,1.55,4/18/2016,Beginner Level
8.62,1.55,4/18/2016,Beginner Level
8.70,1.55,4/18/2016,Beginner Level
8.83,1.55,4/18/2016,Beginner Level
9.05,1.55,4/18/2016,Beginner Level
9.10,1.55,4/18/2016,Beginner Level
9.17,1.55,4/18/2016,Beginner Level
9.18,1.55,4/18/2016,Beginner Level
9.28,1.55,4/18/2016,Beginner Level
9.30,1.55,4/18/2016,Beginner Level
9.42,1.55,4/18/2016,Beginner Level
10.63,1.55,4/18/2016,Beginner Level
12.03,1.55,4/18/2016,Beginner Level
1.08,9.10,4/18/2016,Pro level
1.42,9.10,4/18/2016,Pro level
1.73,9.10,4/18/2016,Pro level
5.63,9.10,4/18/2016,Pro level
5.77,9.10,4/18/2016,Pro level
6.25,9.10,4/18/2016,Pro level
6.27,9.10,4/18/2016,Pro level
6.90,9.10,4/18/2016,Pro level
7.17,9.10,4/18/2016,Pro level
7.47,9.10,4/18/2016,Pro level
7.52,9.10,4/18/2016,Pro level
7.63,9.10,4/18/2016,Pro level
8.23,9.10,4/18/2016,Pro level
8.25,9.10,4/18/2016,Pro level
8.27,9.10,4/18/2016,Pro level
8.33,9.10,4/18/2016,Pro level
8.35,9.10,4/18/2016,Pro level
8.77,9.10,4/18/2016,Pro level
9.02,9.10,4/18/2016,Pro level
9.92,9.10,4/18/2016,Pro level
9.95,9.10,4/18/2016,Pro level
10.68,9.10,4/18/2016,Pro level
1.78,4.24,4/18/2016,Beginner Level
1.80,4.24,4/18/2016,Beginner Level
5.75,4.24,4/18/2016,Beginner Level
5.88,4.24,4/18/2016,Beginner Level
6.05,4.24,4/18/2016,Beginner Level
6.23,4.24,4/18/2016,Beginner Level
6.32,4.24,4/18/2016,Beginner Level
6.52,4.24,4/18/2016,Beginner Level
6.70,4.24,4/18/2016,Beginner Level
6.77,4.24,4/18/2016,Beginner Level
6.95,4.24,4/18/2016,Beginner Level
7.07,4.24,4/18/2016,Beginner Level
7.10,4.24,4/18/2016,Beginner Level
7.27,4.24,4/18/2016,Beginner Level
7.37,4.24,4/18/2016,Beginner Level
7.50,4.24,4/18/2016,Beginner Level
7.62,4.24,4/18/2016,Beginner Level
7.65,4.24,4/18/2016,Beginner Level
7.70,4.24,4/18/2016,Beginner Level
7.82,4.24,4/18/2016,Beginner Level
8.20,4.24,4/18/2016,Beginner Level
8.32,4.24,4/18/2016,Beginner Level
8.35,4.24,4/18/2016,Beginner Level
8.55,4.24,4/18/2016,Beginner Level
8.83,4.24,4/18/2016,Beginner Level
8.88,4.24,4/18/2016,Beginner Level
9.03,4.24,4/18/2016,Beginner Level
2.02,5.91,4/18/2016,Intermediate Level
2.15,5.91,4/18/2016,Intermediate Level
2.23,5.91,4/18/2016,Intermediate Level
2.28,5.91,4/18/2016,Intermediate Level
2.98,5.91,4/18/2016,Intermediate Level
4.28,7.38,4/18/2016,Intermediate Level
5.20,7.38,4/18/2016,Intermediate Level
6.10,7.38,4/18/2016,Intermediate Level
6.22,7.38,4/18/2016,Intermediate Level
6.33,7.38,4/18/2016,Intermediate Level
6.77,7.38,4/18/2016,Intermediate Level
6.92,7.38,4/18/2016,Intermediate Level
7.13,7.38,4/18/2016,Intermediate Level
7.15,7.38,4/18/2016,Intermediate Level
7.17,7.38,4/18/2016,Intermediate Level
7.18,7.38,4/18/2016,Intermediate Level
7.23,7.38,4/18/2016,Intermediate Level
7.32,7.38,4/18/2016,Intermediate Level
7.37,7.38,4/18/2016,Intermediate Level
7.45,7.38,4/18/2016,Intermediate Level
7.48,7.38,4/18/2016,Intermediate Level
7.63,7.38,4/18/2016,Intermediate Level
7.68,7.38,4/18/2016,Intermediate Level
7.80,7.38,4/18/2016,Intermediate Level
7.92,7.38,4/18/2016,Intermediate Level
8.12,7.38,4/18/2016,Intermediate Level
8.35,7.38,4/18/2016,Intermediate Level
8.43,7.38,4/18/2016,Intermediate Level
9.05,7.38,4/18/2016,Intermediate Level
10.20,7.38,4/18/2016,Intermediate Level
5.88,2.43,4/18/2016,Beginner Level
6.52,2.43,4/18/2016,Beginner Level
6.70,2.43,4/18/2016,Beginner Level
6.82,2.43,4/18/2016,Beginner Level
6.83,2.43,4/18/2016,Beginner Level
6.97,2.43,4/18/2016,Beginner Level
7.15,2.43,4/18/2016,Beginner Level
7.18,2.43,4/18/2016,Beginner Level
7.23,2.43,4/18/2016,Beginner Level
7.38,2.43,4/18/2016,Beginner Level
7.55,2.43,4/18/2016,Beginner Level
7.62,2.43,4/18/2016,Beginner Level
7.73,2.43,4/18/2016,Beginner Level
7.80,2.43,4/18/2016,Beginner Level
7.83,2.43,4/18/2016,Beginner Level
7.85,2.43,4/18/2016,Beginner Level
7.92,2.43,4/18/2016,Beginner Level
8.10,2.43,4/18/2016,Beginner Level
8.13,2.43,4/18/2016,Beginner Level
8.23,2.43,4/18/2016,Beginner Level
8.25,2.43,4/18/2016,Beginner Level
9.02,2.43,4/18/2016,Beginner Level
10.13,2.43,4/18/2016,Beginner Level
10.67,2.43,4/18/2016,Beginner Level
11.30,2.43,4/18/2016,Beginner Level
11.43,2.43,4/18/2016,Beginner Level
12.08,2.43,4/18/2016,Beginner Level
14.05,2.43,4/18/2016,Beginner Level
1.30,7.39,4/18/2016,Intermediate Level
6.10,7.39,4/18/2016,Intermediate Level
6.20,7.39,4/18/2016,Intermediate Level
6.28,7.39,4/18/2016,Intermediate Level
6.63,7.39,4/18/2016,Intermediate Level
6.70,7.39,4/18/2016,Intermediate Level
6.88,7.39,4/18/2016,Intermediate Level
7.22,7.39,4/18/2016,Intermediate Level
7.28,7.39,4/18/2016,Intermediate Level
7.30,7.39,4/18/2016,Intermediate Level
7.42,7.39,4/18/2016,Intermediate Level
7.53,7.39,4/18/2016,Intermediate Level
7.63,7.39,4/18/2016,Intermediate Level
7.68,7.39,4/18/2016,Intermediate Level
7.75,7.39,4/18/2016,Intermediate Level
7.93,7.39,4/18/2016,Intermediate Level
8.00,7.39,4/18/2016,Intermediate Level
8.08,7.39,4/18/2016,Intermediate Level
8.28,7.39,4/18/2016,Intermediate Level
9.05,7.39,4/18/2016,Intermediate Level
9.22,7.39,4/18/2016,Intermediate Level
9.37,7.39,4/18/2016,Intermediate Level
9.72,7.39,4/18/2016,Intermediate Level
10.25,7.39,4/18/2016,Intermediate Level
10.57,7.39,4/18/2016,Intermediate Level
5.83,3.91,4/18/2016,Beginner Level
6.12,3.91,4/18/2016,Beginner Level
6.63,3.91,4/18/2016,Beginner Level
6.92,3.91,4/18/2016,Beginner Level
6.93,3.91,4/18/2016,Beginner Level
8.20,3.91,4/18/2016,Beginner Level
8.37,3.91,4/18/2016,Beginner Level
8.45,3.91,4/18/2016,Beginner Level
8.50,3.91,4/18/2016,Beginner Level
8.70,3.91,4/18/2016,Beginner Level
8.98,3.91,4/18/2016,Beginner Level
9.10,3.91,4/18/2016,Beginner Level
9.17,3.91,4/18/2016,Beginner Level
9.28,3.91,4/18/2016,Beginner Level
9.58,3.91,4/18/2016,Beginner Level
10.05,3.91,4/18/2016,Beginner Level
10.60,3.91,4/18/2016,Beginner Level
11.63,3.91,4/18/2016,Beginner Level
4.33,5.95,4/18/2016,Intermediate Level
6.77,5.95,4/18/2016,Intermediate Level
7.35,5.95,4/18/2016,Intermediate Level
5.57,7.54,4/18/2016,Intermediate Level
6.10,7.54,4/18/2016,Intermediate Level
6.43,7.54,4/18/2016,Intermediate Level
6.45,7.54,4/18/2016,Intermediate Level
6.92,7.54,4/18/2016,Intermediate Level
6.97,7.54,4/18/2016,Intermediate Level
7.07,7.54,4/18/2016,Intermediate Level
7.10,7.54,4/18/2016,Intermediate Level
7.25,7.54,4/18/2016,Intermediate Level
7.43,7.54,4/18/2016,Intermediate Level
7.45,7.54,4/18/2016,Intermediate Level
7.55,7.54,4/18/2016,Intermediate Level
7.58,7.54,4/18/2016,Intermediate Level
7.62,7.54,4/18/2016,Intermediate Level
7.63,7.54,4/18/2016,Intermediate Level
7.70,7.54,4/18/2016,Intermediate Level
7.78,7.54,4/18/2016,Intermediate Level
8.00,7.54,4/18/2016,Intermediate Level
8.02,7.54,4/18/2016,Intermediate Level
8.03,7.54,4/18/2016,Intermediate Level
8.18,7.54,4/18/2016,Intermediate Level
8.28,7.54,4/18/2016,Intermediate Level
8.57,7.54,4/18/2016,Intermediate Level
8.92,7.54,4/18/2016,Intermediate Level
9.10,7.54,4/18/2016,Intermediate Level
9.48,7.54,4/18/2016,Intermediate Level
11.32,7.54,4/18/2016,Intermediate Level
1.02,10.98,4/18/2016,Pro level
1.37,10.98,4/18/2016,Pro level
5.55,6.71,4/18/2016,Intermediate Level
6.12,6.71,4/18/2016,Intermediate Level
6.43,6.71,4/18/2016,Intermediate Level
6.78,6.71,4/18/2016,Intermediate Level
6.85,6.71,4/18/2016,Intermediate Level
7.27,6.71,4/18/2016,Intermediate Level
7.30,6.71,4/18/2016,Intermediate Level
7.45,6.71,4/18/2016,Intermediate Level
7.47,6.71,4/18/2016,Intermediate Level
7.62,6.71,4/18/2016,Intermediate Level
7.65,6.71,4/18/2016,Intermediate Level
7.68,6.71,4/18/2016,Intermediate Level
7.72,6.71,4/18/2016,Intermediate Level
7.75,6.71,4/18/2016,Intermediate Level
7.93,6.71,4/18/2016,Intermediate Level
7.98,6.71,4/18/2016,Intermediate Level
8.05,6.71,4/18/2016,Intermediate Level
8.15,6.71,4/18/2016,Intermediate Level
8.33,6.71,4/18/2016,Intermediate Level
8.37,6.71,4/18/2016,Intermediate Level
8.50,6.71,4/18/2016,Intermediate Level
8.75,6.71,4/18/2016,Intermediate Level
9.13,6.71,4/18/2016,Intermediate Level
11.73,6.71,4/18/2016,Intermediate Level
1.25,12.66,4/18/2016,Pro level
5.62,12.66,4/18/2016,Pro level
8.22,12.66,4/18/2016,Pro level
5.92,10.81,4/18/2016,Pro level
5.93,10.81,4/18/2016,Pro level
6.42,10.81,4/18/2016,Pro level
6.45,10.81,4/18/2016,Pro level
6.52,10.81,4/18/2016,Pro level
6.65,10.81,4/18/2016,Pro level
6.70,10.81,4/18/2016,Pro level
6.82,10.81,4/18/2016,Pro level
6.95,10.81,4/18/2016,Pro level
7.02,10.81,4/18/2016,Pro level
7.15,10.81,4/18/2016,Pro level
7.52,10.81,4/18/2016,Pro level
7.58,10.81,4/18/2016,Pro level
7.82,10.81,4/18/2016,Pro level
7.95,10.81,4/18/2016,Pro level
8.12,10.81,4/18/2016,Pro level
8.20,10.81,4/18/2016,Pro level
8.55,10.81,4/18/2016,Pro level
8.88,10.81,4/18/2016,Pro level
8.98,10.81,4/18/2016,Pro level
9.10,10.81,4/18/2016,Pro level
9.25,10.81,4/18/2016,Pro level
9.27,10.81,4/18/2016,Pro level
9.37,10.81,4/18/2016,Pro level
9.73,10.81,4/18/2016,Pro level
9.85,10.81,4/18/2016,Pro level
10.00,10.81,4/18/2016,Pro level
10.10,10.81,4/18/2016,Pro level
11.48,10.81,4/18/2016,Pro level
6.00,0.00,4/18/2016,Beginner Level
6.28,0.00,4/18/2016,Beginner Level
6.77,0.00,4/18/2016,Beginner Level
6.78,0.00,4/18/2016,Beginner Level
6.93,0.00,4/18/2016,Beginner Level
7.05,0.00,4/18/2016,Beginner Level
7.13,0.00,4/18/2016,Beginner Level
7.72,0.00,4/18/2016,Beginner Level
8.22,0.00,4/18/2016,Beginner Level
8.38,0.00,4/18/2016,Beginner Level
8.78,0.00,4/18/2016,Beginner Level
9.08,0.00,4/18/2016,Beginner Level
9.12,0.00,4/18/2016,Beginner Level
9.20,0.00,4/18/2016,Beginner Level
4.40,9.88,4/19/2016,Pro level
4.57,9.88,4/19/2016,Pro level
4.93,9.88,4/19/2016,Pro level
5.10,9.88,4/19/2016,Pro level
5.15,9.88,4/19/2016,Pro level
5.33,9.88,4/19/2016,Pro level
5.38,9.88,4/19/2016,Pro level
5.70,9.88,4/19/2016,Pro level
5.77,9.88,4/19/2016,Pro level
5.82,9.88,4/19/2016,Pro level
5.90,9.88,4/19/2016,Pro level
6.07,9.88,4/19/2016,Pro level
6.12,9.88,4/19/2016,Pro level
6.28,9.88,4/19/2016,Pro level
6.40,9.88,4/19/2016,Pro level
6.55,9.88,4/19/2016,Pro level
6.60,9.88,4/19/2016,Pro level
6.72,9.88,4/19/2016,Pro level
6.78,9.88,4/19/2016,Pro level
7.08,9.88,4/19/2016,Pro level
7.37,9.88,4/19/2016,Pro level
7.48,9.88,4/19/2016,Pro level
10.18,9.88,4/19/2016,Pro level
11.87,9.88,4/19/2016,Pro level
2.12,8.18,4/19/2016,Pro level
2.37,8.18,4/19/2016,Pro level
2.57,8.18,4/19/2016,Pro level
16.02,8.18,4/19/2016,Pro level
16.02,0.13,4/19/2016,Beginner Level
2.97,0.00,4/19/2016,Beginner Level
5.25,0.00,4/19/2016,Beginner Level
7.03,0.00,4/19/2016,Beginner Level
8.32,0.00,4/19/2016,Beginner Level
12.92,0.00,4/19/2016,Beginner Level
6.33,1.50,4/19/2016,Beginner Level
8.08,1.50,4/19/2016,Beginner Level
8.30,1.50,4/19/2016,Beginner Level
8.50,1.50,4/19/2016,Beginner Level
8.57,1.50,4/19/2016,Beginner Level
8.68,1.50,4/19/2016,Beginner Level
8.85,1.50,4/19/2016,Beginner Level
9.00,1.50,4/19/2016,Beginner Level
9.05,1.50,4/19/2016,Beginner Level
9.08,1.50,4/19/2016,Beginner Level
9.10,1.50,4/19/2016,Beginner Level
9.13,1.50,4/19/2016,Beginner Level
9.22,1.50,4/19/2016,Beginner Level
9.23,1.50,4/19/2016,Beginner Level
9.27,1.50,4/19/2016,Beginner Level
9.33,1.50,4/19/2016,Beginner Level
9.42,1.50,4/19/2016,Beginner Level
9.45,1.50,4/19/2016,Beginner Level
9.47,1.50,4/19/2016,Beginner Level
9.55,1.50,4/19/2016,Beginner Level
9.85,1.50,4/19/2016,Beginner Level
